SbjID,response,TrialN,CorrRes,AnsCatagory,View,Noise
beit_base_patch16_224,2,31,2,correct,s,y
beit_base_patch16_224,1,32,1,correct,s,y
beit_base_patch16_224,3,33,3,correct,s,y
beit_base_patch16_224,3,34,1,incorrect,s,y
beit_base_patch16_224,1,35,2,incorrect,s,y
beit_base_patch16_224,2,36,3,incorrect,s,y
beit_base_patch16_224,1,37,1,correct,s,y
beit_base_patch16_224,1,38,2,incorrect,s,y
beit_base_patch16_224,2,39,3,incorrect,d,y
beit_base_patch16_224,3,40,3,correct,d,y
beit_base_patch16_224,1,41,1,correct,d,y
beit_base_patch16_224,1,42,1,correct,d,y
beit_base_patch16_224,1,43,3,incorrect,d,y
beit_base_patch16_224,1,44,3,incorrect,d,y
beit_base_patch16_224,2,45,3,incorrect,d,y
beit_base_patch16_224,3,46,2,incorrect,d,y
beit_base_patch16_224,1,47,3,incorrect,d,y
beit_base_patch16_224,2,48,1,incorrect,d,y
beit_base_patch16_224,1,49,2,incorrect,d,y
beit_base_patch16_224,1,50,2,incorrect,d,y
beit_base_patch16_224_in22k,1,0,1,correct,s,n
beit_base_patch16_224_in22k,1,1,1,correct,s,n
beit_base_patch16_224_in22k,3,2,3,correct,s,n
beit_base_patch16_224_in22k,1,3,1,correct,s,n
beit_base_patch16_224_in22k,3,4,3,correct,s,n
beit_base_patch16_224_in22k,3,5,3,correct,s,n
beit_base_patch16_224_in22k,1,6,1,correct,s,n
beit_base_patch16_224_in22k,3,7,3,correct,s,n
beit_base_patch16_224_in22k,2,8,2,correct,s,n
beit_base_patch16_224_in22k,2,9,2,correct,s,n
beit_base_patch16_224_in22k,2,10,2,correct,s,n
beit_base_patch16_224_in22k,1,11,1,correct,d,n
beit_base_patch16_224_in22k,3,12,3,correct,d,n
beit_base_patch16_224_in22k,2,13,2,correct,d,n
beit_base_patch16_224_in22k,2,14,1,incorrect,d,n
beit_base_patch16_224_in22k,2,15,2,correct,d,n
beit_base_patch16_224_in22k,1,16,1,correct,d,n
beit_base_patch16_224_in22k,3,17,3,correct,d,n
beit_base_patch16_224_in22k,1,18,1,correct,d,n
beit_base_patch16_224_in22k,1,19,1,correct,d,n
beit_base_patch16_224_in22k,2,20,2,correct,d,n
beit_base_patch16_224_in22k,1,21,1,correct,d,n
beit_base_patch16_224_in22k,3,22,3,correct,d,n
beit_base_patch16_224_in22k,3,23,3,correct,d,n
beit_base_patch16_224_in22k,2,24,2,correct,d,n
beit_base_patch16_224_in22k,3,25,3,correct,d,n
beit_base_patch16_224_in22k,2,26,2,correct,d,n
beit_base_patch16_224_in22k,1,27,1,correct,s,y
beit_base_patch16_224_in22k,3,28,3,correct,s,y
beit_base_patch16_224_in22k,2,29,2,correct,s,y
beit_base_patch16_224_in22k,3,30,3,correct,s,y
beit_base_patch16_224_in22k,3,31,2,incorrect,s,y
beit_base_patch16_224_in22k,2,32,1,incorrect,s,y
beit_base_patch16_224_in22k,1,33,3,incorrect,s,y
beit_base_patch16_224_in22k,1,34,1,correct,s,y
beit_base_patch16_224_in22k,2,35,2,correct,s,y
beit_base_patch16_224_in22k,3,36,3,correct,s,y
beit_base_patch16_224_in22k,1,37,1,correct,s,y
beit_base_patch16_224_in22k,3,38,2,incorrect,s,y
beit_base_patch16_224_in22k,2,39,3,incorrect,d,y
beit_base_patch16_224_in22k,3,40,3,correct,d,y
beit_base_patch16_224_in22k,2,41,1,incorrect,d,y
beit_base_patch16_224_in22k,1,42,1,correct,d,y
beit_base_patch16_224_in22k,1,43,3,incorrect,d,y
beit_base_patch16_224_in22k,1,44,3,incorrect,d,y
beit_base_patch16_224_in22k,3,45,3,correct,d,y
beit_base_patch16_224_in22k,1,46,2,incorrect,d,y
beit_base_patch16_224_in22k,1,47,3,incorrect,d,y
beit_base_patch16_224_in22k,2,48,1,incorrect,d,y
beit_base_patch16_224_in22k,1,49,2,incorrect,d,y
beit_base_patch16_224_in22k,2,50,2,correct,d,y
beit_base_patch16_384,1,0,1,correct,s,n
beit_base_patch16_384,1,1,1,correct,s,n
beit_base_patch16_384,3,2,3,correct,s,n
beit_base_patch16_384,1,3,1,correct,s,n
beit_base_patch16_384,3,4,3,correct,s,n
beit_base_patch16_384,3,5,3,correct,s,n
beit_base_patch16_384,1,6,1,correct,s,n
beit_base_patch16_384,3,7,3,correct,s,n
beit_base_patch16_384,2,8,2,correct,s,n
beit_base_patch16_384,2,9,2,correct,s,n
beit_base_patch16_384,2,10,2,correct,s,n
beit_base_patch16_384,1,11,1,correct,d,n
beit_base_patch16_384,1,12,3,incorrect,d,n
beit_base_patch16_384,2,13,2,correct,d,n
beit_base_patch16_384,1,14,1,correct,d,n
beit_base_patch16_384,2,15,2,correct,d,n
beit_base_patch16_384,1,16,1,correct,d,n
beit_base_patch16_384,3,17,3,correct,d,n
beit_base_patch16_384,1,18,1,correct,d,n
beit_base_patch16_384,1,19,1,correct,d,n
beit_base_patch16_384,3,20,2,incorrect,d,n
beit_base_patch16_384,2,21,1,incorrect,d,n
beit_base_patch16_384,3,22,3,correct,d,n
beit_base_patch16_384,3,23,3,correct,d,n
beit_base_patch16_384,2,24,2,correct,d,n
beit_base_patch16_384,3,25,3,correct,d,n
beit_base_patch16_384,2,26,2,correct,d,n
beit_base_patch16_384,1,27,1,correct,s,y
beit_base_patch16_384,3,28,3,correct,s,y
beit_base_patch16_384,2,29,2,correct,s,y
beit_base_patch16_384,3,30,3,correct,s,y
beit_base_patch16_384,2,31,2,correct,s,y
beit_base_patch16_384,1,32,1,correct,s,y
beit_base_patch16_384,3,33,3,correct,s,y
beit_base_patch16_384,1,34,1,correct,s,y
beit_base_patch16_384,2,35,2,correct,s,y
beit_base_patch16_384,2,36,3,incorrect,s,y
beit_base_patch16_384,2,37,1,incorrect,s,y
beit_base_patch16_384,1,38,2,incorrect,s,y
beit_base_patch16_384,1,39,3,incorrect,d,y
beit_base_patch16_384,3,40,3,correct,d,y
beit_base_patch16_384,1,41,1,correct,d,y
beit_base_patch16_384,1,42,1,correct,d,y
beit_base_patch16_384,3,43,3,correct,d,y
beit_base_patch16_384,2,44,3,incorrect,d,y
beit_base_patch16_384,3,45,3,correct,d,y
beit_base_patch16_384,3,46,2,incorrect,d,y
beit_base_patch16_384,3,47,3,correct,d,y
beit_base_patch16_384,2,48,1,incorrect,d,y
beit_base_patch16_384,3,49,2,incorrect,d,y
beit_base_patch16_384,3,50,2,incorrect,d,y
beit_large_patch16_224,1,0,1,correct,s,n
beit_large_patch16_224,1,1,1,correct,s,n
beit_large_patch16_224,3,2,3,correct,s,n
beit_large_patch16_224,1,3,1,correct,s,n
beit_large_patch16_224,3,4,3,correct,s,n
beit_large_patch16_224,3,5,3,correct,s,n
beit_large_patch16_224,1,6,1,correct,s,n
beit_large_patch16_224,3,7,3,correct,s,n
beit_large_patch16_224,2,8,2,correct,s,n
beit_large_patch16_224,2,9,2,correct,s,n
beit_large_patch16_224,2,10,2,correct,s,n
beit_large_patch16_224,1,11,1,correct,d,n
beit_large_patch16_224,3,12,3,correct,d,n
beit_large_patch16_224,2,13,2,correct,d,n
beit_large_patch16_224,3,14,1,incorrect,d,n
beit_large_patch16_224,3,15,2,incorrect,d,n
beit_large_patch16_224,3,16,1,incorrect,d,n
beit_large_patch16_224,3,17,3,correct,d,n
beit_large_patch16_224,1,18,1,correct,d,n
beit_large_patch16_224,1,19,1,correct,d,n
beit_large_patch16_224,2,20,2,correct,d,n
beit_large_patch16_224,1,21,1,correct,d,n
beit_large_patch16_224,3,22,3,correct,d,n
beit_large_patch16_224,3,23,3,correct,d,n
beit_large_patch16_224,2,24,2,correct,d,n
beit_large_patch16_224,3,25,3,correct,d,n
beit_large_patch16_224,2,26,2,correct,d,n
beit_large_patch16_224,3,27,1,incorrect,s,y
beit_large_patch16_224,1,28,3,incorrect,s,y
beit_large_patch16_224,2,29,2,correct,s,y
beit_large_patch16_224,3,30,3,correct,s,y
beit_large_patch16_224,3,31,2,incorrect,s,y
beit_large_patch16_224,1,32,1,correct,s,y
beit_large_patch16_224,3,33,3,correct,s,y
beit_large_patch16_224,1,34,1,correct,s,y
beit_large_patch16_224,2,35,2,correct,s,y
beit_large_patch16_224,3,36,3,correct,s,y
beit_large_patch16_224,1,37,1,correct,s,y
beit_large_patch16_224,1,38,2,incorrect,s,y
beit_large_patch16_224,1,39,3,incorrect,d,y
beit_large_patch16_224,1,40,3,incorrect,d,y
beit_large_patch16_224,1,41,1,correct,d,y
beit_large_patch16_224,2,42,1,incorrect,d,y
beit_large_patch16_224,3,43,3,correct,d,y
beit_large_patch16_224,1,44,3,incorrect,d,y
beit_large_patch16_224,3,45,3,correct,d,y
beit_large_patch16_224,1,46,2,incorrect,d,y
beit_large_patch16_224,3,47,3,correct,d,y
beit_large_patch16_224,2,48,1,incorrect,d,y
beit_large_patch16_224,3,49,2,incorrect,d,y
beit_large_patch16_224,1,50,2,incorrect,d,y
beit_large_patch16_224_in22k,1,0,1,correct,s,n
beit_large_patch16_224_in22k,1,1,1,correct,s,n
beit_large_patch16_224_in22k,3,2,3,correct,s,n
beit_large_patch16_224_in22k,1,3,1,correct,s,n
beit_large_patch16_224_in22k,3,4,3,correct,s,n
beit_large_patch16_224_in22k,3,5,3,correct,s,n
beit_large_patch16_224_in22k,1,6,1,correct,s,n
beit_large_patch16_224_in22k,3,7,3,correct,s,n
beit_large_patch16_224_in22k,2,8,2,correct,s,n
beit_large_patch16_224_in22k,2,9,2,correct,s,n
beit_large_patch16_224_in22k,2,10,2,correct,s,n
beit_large_patch16_224_in22k,1,11,1,correct,d,n
beit_large_patch16_224_in22k,3,12,3,correct,d,n
beit_large_patch16_224_in22k,2,13,2,correct,d,n
beit_large_patch16_224_in22k,1,14,1,correct,d,n
beit_large_patch16_224_in22k,2,15,2,correct,d,n
beit_large_patch16_224_in22k,3,16,1,incorrect,d,n
beit_large_patch16_224_in22k,3,17,3,correct,d,n
beit_large_patch16_224_in22k,1,18,1,correct,d,n
beit_large_patch16_224_in22k,3,19,1,incorrect,d,n
beit_large_patch16_224_in22k,2,20,2,correct,d,n
beit_large_patch16_224_in22k,1,21,1,correct,d,n
beit_large_patch16_224_in22k,1,22,3,incorrect,d,n
beit_large_patch16_224_in22k,3,23,3,correct,d,n
beit_large_patch16_224_in22k,2,24,2,correct,d,n
beit_large_patch16_224_in22k,3,25,3,correct,d,n
beit_large_patch16_224_in22k,2,26,2,correct,d,n
beit_large_patch16_224_in22k,1,27,1,correct,s,y
beit_large_patch16_224_in22k,3,28,3,correct,s,y
beit_large_patch16_224_in22k,2,29,2,correct,s,y
beit_large_patch16_224_in22k,2,30,3,incorrect,s,y
beit_large_patch16_224_in22k,3,31,2,incorrect,s,y
beit_large_patch16_224_in22k,1,32,1,correct,s,y
beit_large_patch16_224_in22k,3,33,3,correct,s,y
beit_large_patch16_224_in22k,1,34,1,correct,s,y
beit_large_patch16_224_in22k,2,35,2,correct,s,y
beit_large_patch16_224_in22k,1,36,3,incorrect,s,y
beit_large_patch16_224_in22k,3,37,1,incorrect,s,y
beit_large_patch16_224_in22k,3,38,2,incorrect,s,y
beit_large_patch16_224_in22k,2,39,3,incorrect,d,y
beit_large_patch16_224_in22k,3,40,3,correct,d,y
beit_large_patch16_224_in22k,1,41,1,correct,d,y
beit_large_patch16_224_in22k,3,42,1,incorrect,d,y
beit_large_patch16_224_in22k,3,43,3,correct,d,y
beit_large_patch16_224_in22k,1,44,3,incorrect,d,y
beit_large_patch16_224_in22k,3,45,3,correct,d,y
beit_large_patch16_224_in22k,1,46,2,incorrect,d,y
beit_large_patch16_224_in22k,3,47,3,correct,d,y
beit_large_patch16_224_in22k,3,48,1,incorrect,d,y
beit_large_patch16_224_in22k,3,49,2,incorrect,d,y
beit_large_patch16_224_in22k,1,50,2,incorrect,d,y
beitv2_base_patch16_224,1,0,1,correct,s,n
beitv2_base_patch16_224,1,1,1,correct,s,n
beitv2_base_patch16_224,3,2,3,correct,s,n
beitv2_base_patch16_224,1,3,1,correct,s,n
beitv2_base_patch16_224,3,4,3,correct,s,n
beitv2_base_patch16_224,2,5,3,incorrect,s,n
beitv2_base_patch16_224,1,6,1,correct,s,n
beitv2_base_patch16_224,3,7,3,correct,s,n
beitv2_base_patch16_224,2,8,2,correct,s,n
beitv2_base_patch16_224,2,9,2,correct,s,n
beitv2_base_patch16_224,2,10,2,correct,s,n
beitv2_base_patch16_224,1,11,1,correct,d,n
beitv2_base_patch16_224,2,12,3,incorrect,d,n
beitv2_base_patch16_224,2,13,2,correct,d,n
beitv2_base_patch16_224,2,14,1,incorrect,d,n
beitv2_base_patch16_224,1,15,2,incorrect,d,n
beitv2_base_patch16_224,3,16,1,incorrect,d,n
beitv2_base_patch16_224,1,17,3,incorrect,d,n
beitv2_base_patch16_224,1,18,1,correct,d,n
beitv2_base_patch16_224,3,19,1,incorrect,d,n
beitv2_base_patch16_224,3,20,2,incorrect,d,n
beitv2_base_patch16_224,1,21,1,correct,d,n
beitv2_base_patch16_224,3,22,3,correct,d,n
beitv2_base_patch16_224,1,23,3,incorrect,d,n
beitv2_base_patch16_224,3,24,2,incorrect,d,n
beitv2_base_patch16_224,3,25,3,correct,d,n
beitv2_base_patch16_224,2,26,2,correct,d,n
beitv2_base_patch16_224,1,27,1,correct,s,y
beitv2_base_patch16_224,3,28,3,correct,s,y
beitv2_base_patch16_224,2,29,2,correct,s,y
beitv2_base_patch16_224,3,30,3,correct,s,y
beitv2_base_patch16_224,3,31,2,incorrect,s,y
beitv2_base_patch16_224,1,32,1,correct,s,y
beitv2_base_patch16_224,2,33,3,incorrect,s,y
beitv2_base_patch16_224,1,34,1,correct,s,y
beitv2_base_patch16_224,1,35,2,incorrect,s,y
beitv2_base_patch16_224,3,36,3,correct,s,y
beitv2_base_patch16_224,1,37,1,correct,s,y
beitv2_base_patch16_224,1,38,2,incorrect,s,y
beitv2_base_patch16_224,3,39,3,correct,d,y
beitv2_base_patch16_224,1,40,3,incorrect,d,y
beitv2_base_patch16_224,3,41,1,incorrect,d,y
beitv2_base_patch16_224,1,42,1,correct,d,y
beitv2_base_patch16_224,3,43,3,correct,d,y
beitv2_base_patch16_224,1,44,3,incorrect,d,y
beitv2_base_patch16_224,1,45,3,incorrect,d,y
beitv2_base_patch16_224,2,46,2,correct,d,y
beitv2_base_patch16_224,3,47,3,correct,d,y
beitv2_base_patch16_224,2,48,1,incorrect,d,y
beitv2_base_patch16_224,1,49,2,incorrect,d,y
beitv2_base_patch16_224,3,50,2,incorrect,d,y
beitv2_base_patch16_224_in22k,1,0,1,correct,s,n
beitv2_base_patch16_224_in22k,1,1,1,correct,s,n
beitv2_base_patch16_224_in22k,3,2,3,correct,s,n
beitv2_base_patch16_224_in22k,1,3,1,correct,s,n
beitv2_base_patch16_224_in22k,3,4,3,correct,s,n
beitv2_base_patch16_224_in22k,3,5,3,correct,s,n
beitv2_base_patch16_224_in22k,1,6,1,correct,s,n
beitv2_base_patch16_224_in22k,3,7,3,correct,s,n
beitv2_base_patch16_224_in22k,2,8,2,correct,s,n
beitv2_base_patch16_224_in22k,2,9,2,correct,s,n
beitv2_base_patch16_224_in22k,2,10,2,correct,s,n
beitv2_base_patch16_224_in22k,1,11,1,correct,d,n
beitv2_base_patch16_224_in22k,3,12,3,correct,d,n
beitv2_base_patch16_224_in22k,2,13,2,correct,d,n
beitv2_base_patch16_224_in22k,2,14,1,incorrect,d,n
beitv2_base_patch16_224_in22k,1,15,2,incorrect,d,n
beitv2_base_patch16_224_in22k,3,16,1,incorrect,d,n
beitv2_base_patch16_224_in22k,3,17,3,correct,d,n
beitv2_base_patch16_224_in22k,1,18,1,correct,d,n
beitv2_base_patch16_224_in22k,1,19,1,correct,d,n
beitv2_base_patch16_224_in22k,2,20,2,correct,d,n
beitv2_base_patch16_224_in22k,1,21,1,correct,d,n
beitv2_base_patch16_224_in22k,3,22,3,correct,d,n
beitv2_base_patch16_224_in22k,1,23,3,incorrect,d,n
beitv2_base_patch16_224_in22k,2,24,2,correct,d,n
beitv2_base_patch16_224_in22k,3,25,3,correct,d,n
beitv2_base_patch16_224_in22k,2,26,2,correct,d,n
beitv2_base_patch16_224_in22k,2,27,1,incorrect,s,y
beitv2_base_patch16_224_in22k,3,28,3,correct,s,y
beitv2_base_patch16_224_in22k,2,29,2,correct,s,y
beitv2_base_patch16_224_in22k,3,30,3,correct,s,y
beitv2_base_patch16_224_in22k,1,31,2,incorrect,s,y
beitv2_base_patch16_224_in22k,1,32,1,correct,s,y
beitv2_base_patch16_224_in22k,1,33,3,incorrect,s,y
beitv2_base_patch16_224_in22k,1,34,1,correct,s,y
beitv2_base_patch16_224_in22k,2,35,2,correct,s,y
beitv2_base_patch16_224_in22k,3,36,3,correct,s,y
beitv2_base_patch16_224_in22k,2,37,1,incorrect,s,y
beitv2_base_patch16_224_in22k,2,38,2,correct,s,y
beitv2_base_patch16_224_in22k,3,39,3,correct,d,y
beitv2_base_patch16_224_in22k,1,40,3,incorrect,d,y
beitv2_base_patch16_224_in22k,1,41,1,correct,d,y
beitv2_base_patch16_224_in22k,3,42,1,incorrect,d,y
beitv2_base_patch16_224_in22k,1,43,3,incorrect,d,y
beitv2_base_patch16_224_in22k,1,44,3,incorrect,d,y
beitv2_base_patch16_224_in22k,1,45,3,incorrect,d,y
beitv2_base_patch16_224_in22k,1,46,2,incorrect,d,y
beitv2_base_patch16_224_in22k,1,47,3,incorrect,d,y
beitv2_base_patch16_224_in22k,3,48,1,incorrect,d,y
beitv2_base_patch16_224_in22k,1,49,2,incorrect,d,y
beitv2_base_patch16_224_in22k,2,50,2,correct,d,y
beitv2_large_patch16_224,1,0,1,correct,s,n
beitv2_large_patch16_224,1,1,1,correct,s,n
beitv2_large_patch16_224,3,2,3,correct,s,n
beitv2_large_patch16_224,1,3,1,correct,s,n
beitv2_large_patch16_224,3,4,3,correct,s,n
beitv2_large_patch16_224,2,5,3,incorrect,s,n
beitv2_large_patch16_224,1,6,1,correct,s,n
beitv2_large_patch16_224,3,7,3,correct,s,n
beitv2_large_patch16_224,2,8,2,correct,s,n
beitv2_large_patch16_224,2,9,2,correct,s,n
beitv2_large_patch16_224,2,10,2,correct,s,n
beitv2_large_patch16_224,1,11,1,correct,d,n
beitv2_large_patch16_224,1,12,3,incorrect,d,n
beitv2_large_patch16_224,2,13,2,correct,d,n
beitv2_large_patch16_224,3,14,1,incorrect,d,n
beitv2_large_patch16_224,2,15,2,correct,d,n
beitv2_large_patch16_224,1,16,1,correct,d,n
beitv2_large_patch16_224,1,17,3,incorrect,d,n
beitv2_large_patch16_224,1,18,1,correct,d,n
beitv2_large_patch16_224,1,19,1,correct,d,n
beitv2_large_patch16_224,2,20,2,correct,d,n
beitv2_large_patch16_224,1,21,1,correct,d,n
beitv2_large_patch16_224,3,22,3,correct,d,n
beitv2_large_patch16_224,3,23,3,correct,d,n
beitv2_large_patch16_224,2,24,2,correct,d,n
beitv2_large_patch16_224,3,25,3,correct,d,n
beitv2_large_patch16_224,2,26,2,correct,d,n
beitv2_large_patch16_224,3,27,1,incorrect,s,y
beitv2_large_patch16_224,2,28,3,incorrect,s,y
beitv2_large_patch16_224,2,29,2,correct,s,y
beitv2_large_patch16_224,3,30,3,correct,s,y
beitv2_large_patch16_224,2,31,2,correct,s,y
beitv2_large_patch16_224,1,32,1,correct,s,y
beitv2_large_patch16_224,3,33,3,correct,s,y
beitv2_large_patch16_224,1,34,1,correct,s,y
beitv2_large_patch16_224,3,35,2,incorrect,s,y
beitv2_large_patch16_224,3,36,3,correct,s,y
beitv2_large_patch16_224,1,37,1,correct,s,y
beitv2_large_patch16_224,1,38,2,incorrect,s,y
beitv2_large_patch16_224,3,39,3,correct,d,y
beitv2_large_patch16_224,1,40,3,incorrect,d,y
beitv2_large_patch16_224,1,41,1,correct,d,y
beitv2_large_patch16_224,1,42,1,correct,d,y
beitv2_large_patch16_224,2,43,3,incorrect,d,y
beitv2_large_patch16_224,1,44,3,incorrect,d,y
beitv2_large_patch16_224,3,45,3,correct,d,y
beitv2_large_patch16_224,2,46,2,correct,d,y
beitv2_large_patch16_224,3,47,3,correct,d,y
beitv2_large_patch16_224,3,48,1,incorrect,d,y
beitv2_large_patch16_224,2,49,2,correct,d,y
beitv2_large_patch16_224,2,50,2,correct,d,y
beitv2_large_patch16_224_in22k,1,0,1,correct,s,n
beitv2_large_patch16_224_in22k,1,1,1,correct,s,n
beitv2_large_patch16_224_in22k,3,2,3,correct,s,n
beitv2_large_patch16_224_in22k,1,3,1,correct,s,n
beitv2_large_patch16_224_in22k,3,4,3,correct,s,n
beitv2_large_patch16_224_in22k,3,5,3,correct,s,n
beitv2_large_patch16_224_in22k,1,6,1,correct,s,n
beitv2_large_patch16_224_in22k,3,7,3,correct,s,n
beitv2_large_patch16_224_in22k,2,8,2,correct,s,n
beitv2_large_patch16_224_in22k,2,9,2,correct,s,n
beitv2_large_patch16_224_in22k,2,10,2,correct,s,n
beitv2_large_patch16_224_in22k,1,11,1,correct,d,n
beitv2_large_patch16_224_in22k,3,12,3,correct,d,n
beitv2_large_patch16_224_in22k,2,13,2,correct,d,n
beitv2_large_patch16_224_in22k,1,14,1,correct,d,n
beitv2_large_patch16_224_in22k,2,15,2,correct,d,n
beitv2_large_patch16_224_in22k,1,16,1,correct,d,n
beitv2_large_patch16_224_in22k,3,17,3,correct,d,n
beitv2_large_patch16_224_in22k,1,18,1,correct,d,n
