ModelName,Response,Corr,Trial,CorrRes,Duration,Feedback
vgg19-block1-conv2-unpooling-encoder,3,1,1,3,1500,1
vgg19-block1-conv2-unpooling-encoder,1,1,2,1,1500,1
vgg19-block1-conv2-unpooling-encoder,1,0,3,2,1500,1
vgg19-block1-conv2-unpooling-encoder,2,1,4,2,1500,1
vgg19-block1-conv2-unpooling-encoder,1,0,5,3,1500,1
vgg19-block1-conv2-unpooling-encoder,3,0,6,2,1500,1
vgg19-block1-conv2-unpooling-encoder,3,1,7,3,1500,1
vgg19-block1-conv2-unpooling-encoder,3,0,8,2,1500,1
vgg19-block1-conv2-unpooling-encoder,2,1,9,2,1500,1
vgg19-block1-conv2-unpooling-encoder,1,1,10,1,1500,1
vgg19-block1-conv2-unpooling-encoder,1,1,11,1,1500,1
vgg19-block1-conv2-unpooling-encoder,2,1,12,2,1500,1
vgg19-block1-conv2-unpooling-encoder,1,0,13,3,1000,1
vgg19-block1-conv2-unpooling-encoder,1,1,14,1,1000,1
vgg19-block1-conv2-unpooling-encoder,2,1,15,2,1000,1
vgg19-block1-conv2-unpooling-encoder,3,1,16,3,1000,1
vgg19-block1-conv2-unpooling-encoder,1,1,17,1,1000,1
vgg19-block1-conv2-unpooling-encoder,2,1,18,2,1000,1
vgg19-block1-conv2-unpooling-encoder,2,0,19,1,1000,1
vgg19-block1-conv2-unpooling-encoder,1,0,20,3,750,1
vgg19-block1-conv2-unpooling-encoder,3,0,21,1,750,1
vgg19-block1-conv2-unpooling-encoder,1,0,22,3,750,1
vgg19-block1-conv2-unpooling-encoder,3,0,23,1,750,1
vgg19-block1-conv2-unpooling-encoder,2,0,24,1,750,1
vgg19-block1-conv2-unpooling-encoder,2,1,25,2,750,1
vgg19-block1-conv2-unpooling-encoder,2,1,26,2,750,1
vgg19-block1-conv2-unpooling-encoder,2,1,27,2,750,1
vgg19-block1-conv2-unpooling-encoder,1,1,28,1,750,1
vgg19-block1-conv2-unpooling-encoder,3,0,29,1,750,1
vgg19-block1-conv2-unpooling-encoder,3,0,30,2,750,1
vgg19-block1-conv2-unpooling-encoder,2,0,31,3,750,1
vgg19-block1-conv2-unpooling-encoder,2,0,32,1,750,1
vgg19-block1-conv2-unpooling-encoder,3,0,33,1,750,1
vgg19-block1-conv2-unpooling-encoder,1,0,34,2,750,1
vgg19-block1-conv2-unpooling-encoder,1,1,35,1,750,1
vgg19-block1-conv2-unpooling-encoder,1,0,36,3,750,1
vgg19-block1-conv2-unpooling-encoder,2,0,37,3,1000,1
vgg19-block1-conv2-unpooling-encoder,2,0,38,1,1000,1
vgg19-block1-conv2-unpooling-encoder,1,0,39,2,1000,1
vgg19-block1-conv2-unpooling-encoder,2,1,40,2,1500,1
vgg19-block1-conv2-unpooling-encoder,2,1,41,2,1500,1
vgg19-block1-conv2-unpooling-encoder,2,0,42,1,3000,1
vgg19-block1-conv2-unpooling-encoder,3,0,43,1,3000,1
vgg19-block1-conv2-unpooling-encoder,1,0,44,3,3000,1
vgg19-block1-conv2-unpooling-encoder,1,0,45,3,4000,1
experts/bit/r50x1/in21k/matter,3,1,1,3,1500,1
experts/bit/r50x1/in21k/matter,1,1,2,1,1500,1
experts/bit/r50x1/in21k/matter,2,1,3,2,1500,1
experts/bit/r50x1/in21k/matter,2,1,4,2,1500,1
experts/bit/r50x1/in21k/matter,3,1,5,3,1500,1
experts/bit/r50x1/in21k/matter,3,0,6,2,1500,1
experts/bit/r50x1/in21k/matter,3,1,7,3,1500,1
experts/bit/r50x1/in21k/matter,1,0,8,2,1500,1
experts/bit/r50x1/in21k/matter,3,0,9,2,1500,1
experts/bit/r50x1/in21k/matter,1,1,10,1,1500,1
experts/bit/r50x1/in21k/matter,1,1,11,1,1500,1
experts/bit/r50x1/in21k/matter,3,0,12,2,1500,1
experts/bit/r50x1/in21k/matter,3,1,13,3,1000,1
experts/bit/r50x1/in21k/matter,1,1,14,1,1000,1
experts/bit/r50x1/in21k/matter,2,1,15,2,1000,1
experts/bit/r50x1/in21k/matter,1,0,16,3,1000,1
experts/bit/r50x1/in21k/matter,1,1,17,1,1000,1
experts/bit/r50x1/in21k/matter,2,1,18,2,1000,1
experts/bit/r50x1/in21k/matter,3,0,19,1,1000,1
experts/bit/r50x1/in21k/matter,2,0,20,3,750,1
experts/bit/r50x1/in21k/matter,3,0,21,1,750,1
experts/bit/r50x1/in21k/matter,3,1,22,3,750,1
experts/bit/r50x1/in21k/matter,1,1,23,1,750,1
experts/bit/r50x1/in21k/matter,3,0,24,1,750,1
experts/bit/r50x1/in21k/matter,1,0,25,2,750,1
experts/bit/r50x1/in21k/matter,3,0,26,2,750,1
experts/bit/r50x1/in21k/matter,1,0,27,2,750,1
experts/bit/r50x1/in21k/matter,2,0,28,1,750,1
experts/bit/r50x1/in21k/matter,1,1,29,1,750,1
experts/bit/r50x1/in21k/matter,2,1,30,2,750,1
experts/bit/r50x1/in21k/matter,1,0,31,3,750,1
experts/bit/r50x1/in21k/matter,2,0,32,1,750,1
experts/bit/r50x1/in21k/matter,1,1,33,1,750,1
experts/bit/r50x1/in21k/matter,1,0,34,2,750,1
experts/bit/r50x1/in21k/matter,1,1,35,1,750,1
experts/bit/r50x1/in21k/matter,1,0,36,3,750,1
experts/bit/r50x1/in21k/matter,2,0,37,3,1000,1
experts/bit/r50x1/in21k/matter,1,1,38,1,1000,1
experts/bit/r50x1/in21k/matter,3,0,39,2,1000,1
experts/bit/r50x1/in21k/matter,2,1,40,2,1500,1
experts/bit/r50x1/in21k/matter,2,1,41,2,1500,1
experts/bit/r50x1/in21k/matter,1,1,42,1,3000,1
experts/bit/r50x1/in21k/matter,2,0,43,1,3000,1
experts/bit/r50x1/in21k/matter,3,1,44,3,3000,1
experts/bit/r50x1/in21k/matter,1,0,45,3,4000,1
experts/bit/r50x1/in21k/tree,2,0,1,3,1500,1
experts/bit/r50x1/in21k/tree,1,1,2,1,1500,1
experts/bit/r50x1/in21k/tree,2,1,3,2,1500,1
experts/bit/r50x1/in21k/tree,1,0,4,2,1500,1
experts/bit/r50x1/in21k/tree,3,1,5,3,1500,1
experts/bit/r50x1/in21k/tree,1,0,6,2,1500,1
experts/bit/r50x1/in21k/tree,1,0,7,3,1500,1
experts/bit/r50x1/in21k/tree,1,0,8,2,1500,1
experts/bit/r50x1/in21k/tree,1,0,9,2,1500,1
experts/bit/r50x1/in21k/tree,1,1,10,1,1500,1
experts/bit/r50x1/in21k/tree,1,1,11,1,1500,1
experts/bit/r50x1/in21k/tree,2,1,12,2,1500,1
experts/bit/r50x1/in21k/tree,1,0,13,3,1000,1
experts/bit/r50x1/in21k/tree,3,0,14,1,1000,1
experts/bit/r50x1/in21k/tree,3,0,15,2,1000,1
experts/bit/r50x1/in21k/tree,2,0,16,3,1000,1
experts/bit/r50x1/in21k/tree,1,1,17,1,1000,1
experts/bit/r50x1/in21k/tree,1,0,18,2,1000,1
experts/bit/r50x1/in21k/tree,1,1,19,1,1000,1
experts/bit/r50x1/in21k/tree,3,1,20,3,750,1
experts/bit/r50x1/in21k/tree,1,1,21,1,750,1
experts/bit/r50x1/in21k/tree,2,0,22,3,750,1
experts/bit/r50x1/in21k/tree,3,0,23,1,750,1
experts/bit/r50x1/in21k/tree,1,1,24,1,750,1
experts/bit/r50x1/in21k/tree,2,1,25,2,750,1
experts/bit/r50x1/in21k/tree,2,1,26,2,750,1
experts/bit/r50x1/in21k/tree,3,0,27,2,750,1
experts/bit/r50x1/in21k/tree,2,0,28,1,750,1
experts/bit/r50x1/in21k/tree,2,0,29,1,750,1
experts/bit/r50x1/in21k/tree,1,0,30,2,750,1
experts/bit/r50x1/in21k/tree,1,0,31,3,750,1
experts/bit/r50x1/in21k/tree,2,0,32,1,750,1
experts/bit/r50x1/in21k/tree,2,0,33,1,750,1
experts/bit/r50x1/in21k/tree,3,0,34,2,750,1
experts/bit/r50x1/in21k/tree,1,1,35,1,750,1
experts/bit/r50x1/in21k/tree,3,1,36,3,750,1
experts/bit/r50x1/in21k/tree,1,0,37,3,1000,1
experts/bit/r50x1/in21k/tree,1,1,38,1,1000,1
experts/bit/r50x1/in21k/tree,1,0,39,2,1000,1
experts/bit/r50x1/in21k/tree,1,0,40,2,1500,1
experts/bit/r50x1/in21k/tree,3,0,41,2,1500,1
experts/bit/r50x1/in21k/tree,2,0,42,1,3000,1
experts/bit/r50x1/in21k/tree,2,0,43,1,3000,1
experts/bit/r50x1/in21k/tree,1,0,44,3,3000,1
experts/bit/r50x1/in21k/tree,1,0,45,3,4000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,1,3,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,2,1,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,3,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,4,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,5,3,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,6,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,0,7,3,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,8,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,9,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,10,1,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,11,1,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,12,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,13,3,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,14,1,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,15,2,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,16,3,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,0,17,1,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,18,2,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,0,19,1,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,0,20,3,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,21,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,22,3,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,0,23,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,0,24,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,25,2,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,26,2,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,0,27,2,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,28,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,29,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,30,2,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,0,31,3,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,32,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,33,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,34,2,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,35,1,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,36,3,750,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,0,37,3,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,1,38,1,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,39,2,1000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,2,1,40,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,41,2,1500,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,42,1,3000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,0,43,1,3000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,3,1,44,3,3000,1
imagenet/efficientnet_v2_imagenet21k_ft1k_m/feature_vector,1,0,45,3,4000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,1,1,3,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,2,1,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,3,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,4,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,3,1,5,3,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,6,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,7,3,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,8,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,9,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,10,1,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,1,1,11,1,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,12,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,13,3,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,14,1,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,15,2,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,1,16,3,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,1,1,17,1,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,18,2,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,19,1,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,20,3,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,21,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,22,3,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,23,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,24,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,25,2,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,26,2,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,27,2,750,1
imagenet/mobilenet_v1_100_128/feature_vector,1,1,28,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,29,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,30,2,750,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,31,3,750,1
imagenet/mobilenet_v1_100_128/feature_vector,1,1,32,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,33,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,34,2,750,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,35,1,750,1
imagenet/mobilenet_v1_100_128/feature_vector,3,1,36,3,750,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,37,3,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,38,1,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,39,2,1000,1
imagenet/mobilenet_v1_100_128/feature_vector,1,0,40,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,2,1,41,2,1500,1
imagenet/mobilenet_v1_100_128/feature_vector,3,0,42,1,3000,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,43,1,3000,1
imagenet/mobilenet_v1_100_128/feature_vector,3,1,44,3,3000,1
imagenet/mobilenet_v1_100_128/feature_vector,2,0,45,3,4000,1
experts/bit/r50x1/in21k/part,3,1,1,3,1500,1
experts/bit/r50x1/in21k/part,1,1,2,1,1500,1
experts/bit/r50x1/in21k/part,2,1,3,2,1500,1
experts/bit/r50x1/in21k/part,2,1,4,2,1500,1
experts/bit/r50x1/in21k/part,1,0,5,3,1500,1
experts/bit/r50x1/in21k/part,3,0,6,2,1500,1
experts/bit/r50x1/in21k/part,1,0,7,3,1500,1
experts/bit/r50x1/in21k/part,1,0,8,2,1500,1
experts/bit/r50x1/in21k/part,2,1,9,2,1500,1
experts/bit/r50x1/in21k/part,1,1,10,1,1500,1
experts/bit/r50x1/in21k/part,1,1,11,1,1500,1
experts/bit/r50x1/in21k/part,3,0,12,2,1500,1
experts/bit/r50x1/in21k/part,1,0,13,3,1000,1
experts/bit/r50x1/in21k/part,1,1,14,1,1000,1
experts/bit/r50x1/in21k/part,3,0,15,2,1000,1
experts/bit/r50x1/in21k/part,2,0,16,3,1000,1
experts/bit/r50x1/in21k/part,1,1,17,1,1000,1
experts/bit/r50x1/in21k/part,3,0,18,2,1000,1
experts/bit/r50x1/in21k/part,1,1,19,1,1000,1
experts/bit/r50x1/in21k/part,3,1,20,3,750,1
experts/bit/r50x1/in21k/part,2,0,21,1,750,1
experts/bit/r50x1/in21k/part,1,0,22,3,750,1
experts/bit/r50x1/in21k/part,1,1,23,1,750,1
experts/bit/r50x1/in21k/part,2,0,24,1,750,1
experts/bit/r50x1/in21k/part,3,0,25,2,750,1
experts/bit/r50x1/in21k/part,1,0,26,2,750,1
experts/bit/r50x1/in21k/part,1,0,27,2,750,1
experts/bit/r50x1/in21k/part,3,0,28,1,750,1
experts/bit/r50x1/in21k/part,2,0,29,1,750,1
experts/bit/r50x1/in21k/part,2,1,30,2,750,1
experts/bit/r50x1/in21k/part,3,1,31,3,750,1
experts/bit/r50x1/in21k/part,1,1,32,1,750,1
experts/bit/r50x1/in21k/part,3,0,33,1,750,1
experts/bit/r50x1/in21k/part,2,1,34,2,750,1
experts/bit/r50x1/in21k/part,1,1,35,1,750,1
experts/bit/r50x1/in21k/part,3,1,36,3,750,1
experts/bit/r50x1/in21k/part,3,1,37,3,1000,1
experts/bit/r50x1/in21k/part,2,0,38,1,1000,1
experts/bit/r50x1/in21k/part,2,1,39,2,1000,1
experts/bit/r50x1/in21k/part,3,0,40,2,1500,1
experts/bit/r50x1/in21k/part,1,0,41,2,1500,1
experts/bit/r50x1/in21k/part,2,0,42,1,3000,1
experts/bit/r50x1/in21k/part,3,0,43,1,3000,1
experts/bit/r50x1/in21k/part,3,1,44,3,3000,1
experts/bit/r50x1/in21k/part,1,0,45,3,4000,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,1,3,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,2,1,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,3,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,4,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,0,5,3,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,6,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,2,0,7,3,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,8,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,9,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,10,1,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,11,1,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,12,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,0,13,3,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,14,1,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,1,0,15,2,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,16,3,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,17,1,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,18,2,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,19,1,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,1,0,20,3,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,21,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,22,3,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,23,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,24,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,25,2,750,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,26,2,750,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,27,2,750,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,28,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,29,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,30,2,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,31,3,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,32,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,33,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,34,2,750,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,35,1,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,36,3,750,1
imagenet/mobilenet_v1_100_224/feature_vector,3,1,37,3,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,38,1,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,39,2,1000,1
imagenet/mobilenet_v1_100_224/feature_vector,2,1,40,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,3,0,41,2,1500,1
imagenet/mobilenet_v1_100_224/feature_vector,1,1,42,1,3000,1
